EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_CENSUS_METROPOLITAN_AREA	FR_RÉGION_MÉTROPOLITAINE_DE_RECENSEMENT	TOTAL
2023	Q1	Jan	2023	T1	janv.	Ontario	Ontario	Barrie	Barrie	115
2019	Q3	Sep	2019	T3	sept.	New Brunswick	Nouveau-Brunswick	Saint John	Saint John	5
2025	Q1	Jan	2025	T1	janv.	British Columbia	Colombie-Britannique	Port Alberni	Port Alberni	5
2019	Q2	May	2019	T2	mai	Manitoba	Manitoba	Other - Manitoba	Autres - Manitoba	25
2019	Q2	May	2019	T2	mai	New Brunswick	Nouveau-Brunswick	Other - New Brunswick	Autres - Nouveau-Brunswick	15
2023	Q2	Jun	2023	T2	juin	British Columbia	Colombie-Britannique	Courtenay	Courtenay	--
2022	Q4	Oct	2022	T4	oct.	Saskatchewan	Saskatchewan	Saskatoon	Saskatoon	85
2024	Q4	Oct	2024	T4	oct.	Ontario	Ontario	Greater Sudbury	Grand Sudbury	80
2020	Q3	Jul	2020	T3	juil.	British Columbia	Colombie-Britannique	Penticton	Penticton	5
2022	Q4	Dec	2022	T4	déc.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	St. John's	St. John's	40
2020	Q4	Nov	2020	T4	nov.	Ontario	Ontario	Other - Ontario	Autres - Ontario	210
2025	Q1	Feb	2025	T1	fév.	Alberta	Alberta	Calgary	Calgary	310
2023	Q2	Jun	2023	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Charlottetown	Charlottetown	95
2025	Q1	Mar	2025	T1	mars	Alberta	Alberta	Medicine Hat	Medicine Hat	10
2020	Q4	Nov	2020	T4	nov.	Ontario	Ontario	London	Londres	255
2021	Q1	Mar	2021	T1	mars	Quebec	Québec	Montréal	Montréal	910
2016	Q3	Aug	2016	T3	août	Quebec	Québec	Montréal	Montréal	690
2020	Q1	Mar	2020	T1	mars	Alberta	Alberta	Lethbridge	Lethbridge	10
2017	Q2	Apr	2017	T2	avr.	Ontario	Ontario	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	55
2022	Q4	Oct	2022	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Charlottetown	Charlottetown	105
2016	Q3	Jul	2016	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Other - Prince Edward Island	Autres - Île-du-Prince-Édouard	5
2021	Q1	Jan	2021	T1	janv.	Ontario	Ontario	Owen Sound	Owen Sound	--
2020	Q1	Mar	2020	T1	mars	British Columbia	Colombie-Britannique	Prince Rupert	Prince Rupert	--
2023	Q2	Jun	2023	T2	juin	Ontario	Ontario	Sault Ste. Marie	Sault Ste. Marie	20
2023	Q3	Aug	2023	T3	août	Ontario	Ontario	Guelph	Guelph	65
2023	Q4	Nov	2023	T4	nov.	British Columbia	Colombie-Britannique	Prince George	Prince George	25
2019	Q3	Aug	2019	T3	août	British Columbia	Colombie-Britannique	Kamloops	Kamloops	45
2025	Q1	Mar	2025	T1	mars	Ontario	Ontario	Windsor	Windsor	210
2024	Q4	Dec	2024	T4	déc.	New Brunswick	Nouveau-Brunswick	Moncton	Moncton	120
2025	Q4	Nov	2025	T4	nov.	Ontario	Ontario	North Bay	North Bay	35
2024	Q1	Jan	2024	T1	janv.	Manitoba	Manitoba	Winkler	Winkler	--
2020	Q1	Mar	2020	T1	mars	British Columbia	Colombie-Britannique	Squamish	Squamish	--
2022	Q3	Aug	2022	T3	août	New Brunswick	Nouveau-Brunswick	Fredericton	Fredericton	25
2017	Q1	Feb	2017	T1	fév.	Ontario	Ontario	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	85
2022	Q3	Jul	2022	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Charlottetown	Charlottetown	60
2020	Q4	Oct	2020	T4	oct.	Alberta	Alberta	Red Deer	Red Deer	5
2024	Q1	Jan	2024	T1	janv.	Quebec	Québec	Rimouski	Rimouski	--
2016	Q3	Sep	2016	T3	sept.	Ontario	Ontario	Windsor	Windsor	25
2023	Q4	Nov	2023	T4	nov.	British Columbia	Colombie-Britannique	Abbotsford - Mission	Abbotsford - Mission	65
2022	Q3	Jul	2022	T3	juil.	Ontario	Ontario	Chatham-Kent	Chatham-Kent	--
2022	Q1	Mar	2022	T1	mars	Ontario	Ontario	Cornwall	Cornwall	5
2017	Q2	Jun	2017	T2	juin	Quebec	Québec	Trois-Rivières	Trois-Rivières	5
2023	Q4	Dec	2023	T4	déc.	Saskatchewan	Saskatchewan	Moose Jaw	Moose Jaw	--
2016	Q1	Mar	2016	T1	mars	British Columbia	Colombie-Britannique	Victoria	Victoria	40
2022	Q2	Apr	2022	T2	avr.	Nova Scotia	Nouvelle-Écosse	Cape Breton	Cape Breton	5
2021	Q4	Nov	2021	T4	nov.	Alberta	Alberta	High River	High River	--
2018	Q4	Nov	2018	T4	nov.	Ontario	Ontario	Thunder Bay	Thunder Bay	10
2022	Q3	Jul	2022	T3	juil.	Ontario	Ontario	Belleville - Quinte West	Belleville - Quinte West	15
2024	Q1	Jan	2024	T1	janv.	Ontario	Ontario	Midland	Midland	--
2023	Q3	Jul	2023	T3	juil.	Quebec	Québec	Salaberry-de-Valleyfield	Salaberry-de-Valleyfield	--
2024	Q4	Oct	2024	T4	oct.	Quebec	Québec	Victoriaville	Victoriaville	--
2021	Q3	Sep	2021	T3	sept.	Saskatchewan	Saskatchewan	Moose Jaw	Moose Jaw	5
2020	Q2	Apr	2020	T2	avr.	Ontario	Ontario	Orillia	Orillia	--
2024	Q2	Jun	2024	T2	juin	British Columbia	Colombie-Britannique	Powell River	Powell River	--
2022	Q2	May	2022	T2	mai	Quebec	Québec	Ottawa - Gatineau (Quebec part)	Ottawa - Gatineau (partie du Québec)	10
2018	Q1	Feb	2018	T1	fév.	British Columbia	Colombie-Britannique	Abbotsford - Mission	Abbotsford - Mission	30
2023	Q1	Mar	2023	T1	mars	Ontario	Ontario	Wasaga Beach	Wasaga Beach	--
2017	Q3	Jul	2017	T3	juil.	British Columbia	Colombie-Britannique	Cranbrook	Cranbrook	--
2024	Q2	May	2024	T2	mai	Ontario	Ontario	Kenora	Kenora	--
2019	Q3	Jul	2019	T3	juil.	New Brunswick	Nouveau-Brunswick	Campbellton (New Brunswick part)	Campbellton (partie du Nouveau-Brunswick)	--
2015	Q1	Feb	2015	T1	fév.	Manitoba	Manitoba	Other - Manitoba	Autres - Manitoba	--
2018	Q2	May	2018	T2	mai	Ontario	Ontario	Kingston	Kingston	20
2018	Q3	Aug	2018	T3	août	Nova Scotia	Nouvelle-Écosse	Kentville	Kentville	--
2016	Q3	Sep	2016	T3	sept.	Quebec	Québec	Saint-Hyacinthe	Saint-Hyacinthe	--
2022	Q4	Dec	2022	T4	déc.	Ontario	Ontario	Orillia	Orillia	--
2021	Q1	Mar	2021	T1	mars	British Columbia	Colombie-Britannique	Fort St. John	Fort St. John	--
2024	Q3	Sep	2024	T3	sept.	Ontario	Ontario	Pembroke	Pembroke	--
2025	Q4	Oct	2025	T4	oct.	Ontario	Ontario	Wasaga Beach	Wasaga Beach	--
2022	Q1	Feb	2022	T1	fév.	Quebec	Québec	Saint-Georges	Saint-Georges	--
2021	Q3	Aug	2021	T3	août	British Columbia	Colombie-Britannique	Campbell River	Campbell River	--
2019	Q1	Mar	2019	T1	mars	British Columbia	Colombie-Britannique	Prince George	Prince George	--
2017	Q4	Oct	2017	T4	oct.	British Columbia	Colombie-Britannique	Duncan	Duncan	--
2016	Q1	Feb	2016	T1	fév.	Ontario	Ontario	Woodstock	Woodstock	--
2025	Q4	Dec	2025	T4	déc.	Ontario	Ontario	Cobourg	Cobourg	5
2015	Q3	Sep	2015	T3	sept.	Quebec	Québec	Rivière-du-Loup	Rivière-du-Loup	--
2020	Q4	Oct	2020	T4	oct.	Manitoba	Manitoba	Winkler	Winkler	--
2020	Q4	Nov	2020	T4	nov.	British Columbia	Colombie-Britannique	Williams Lake	Williams Lake	--
2019	Q3	Sep	2019	T3	sept.	British Columbia	Colombie-Britannique	Salmon Arm	Salmon Arm	--
2021	Q4	Dec	2021	T4	déc.	Yukon	Yukon	Whitehorse	Whitehorse	--
2020	Q4	Oct	2020	T4	oct.	Quebec	Québec	Rimouski	Rimouski	--
2023	Q2	Jun	2023	T2	juin	Quebec	Québec	Sept-Îles	Sept-Îles	--
2019	Q2	May	2019	T2	mai	British Columbia	Colombie-Britannique	Nelson	Nelson	5
2017	Q2	Jun	2017	T2	juin	Ontario	Ontario	Peterborough	Peterborough	5
2024	Q4	Dec	2024	T4	déc.	Ontario	Ontario	Brockville	Brockville	--
2025	Q2	May	2025	T2	mai	Quebec	Québec	Granby	Granby	--
2019	Q1	Feb	2019	T1	fév.	Alberta	Alberta	Camrose	Camrose	--
2022	Q3	Jul	2022	T3	juil.	Saskatchewan	Saskatchewan	Moose Jaw	Moose Jaw	--
2016	Q3	Aug	2016	T3	août	Ontario	Ontario	Woodstock	Woodstock	--
2024	Q2	Apr	2024	T2	avr.	British Columbia	Colombie-Britannique	Williams Lake	Williams Lake	--
2021	Q3	Sep	2021	T3	sept.	Quebec	Québec	Granby	Granby	--
2016	Q2	Apr	2016	T2	avr.	British Columbia	Colombie-Britannique	Squamish	Squamish	--
2019	Q3	Jul	2019	T3	juil.	British Columbia	Colombie-Britannique	Trail	Trail	--
2022	Q4	Oct	2022	T4	oct.	Alberta	Alberta	Brooks	Brooks	--
2021	Q2	Jun	2021	T2	juin	Manitoba	Manitoba	Winkler	Winkler	--
2021	Q4	Dec	2021	T4	déc.	British Columbia	Colombie-Britannique	Dawson Creek	Dawson Creek	--
2021	Q4	Oct	2021	T4	oct.	Ontario	Ontario	Kawartha Lakes	Kawartha Lakes	--
2018	Q3	Sep	2018	T3	sept.	Ontario	Ontario	Cornwall	Cornwall	--
2016	Q2	May	2016	T2	mai	British Columbia	Colombie-Britannique	Dawson Creek	Dawson Creek	--
2022	Q3	Sep	2022	T3	sept.	British Columbia	Colombie-Britannique	Parksville	Parksville	--
2019	Q4	Dec	2019	T4	déc.	Manitoba	Manitoba	Winnipeg	Winnipeg	360
2019	Q1	Mar	2019	T1	mars	Ontario	Ontario	Other - Ontario	Autres - Ontario	35
2017	Q3	Sep	2017	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	St. John's	St. John's	20
2021	Q2	Apr	2021	T2	avr.	Quebec	Québec	Trois-Rivières	Trois-Rivières	5
2020	Q3	Aug	2020	T3	août	British Columbia	Colombie-Britannique	Vancouver	Vancouver	520
2024	Q2	May	2024	T2	mai	British Columbia	Colombie-Britannique	Nelson	Nelson	5
2021	Q4	Oct	2021	T4	oct.	Ontario	Ontario	Brantford	Brantford	5
2024	Q4	Nov	2024	T4	nov.	Quebec	Québec	Ottawa - Gatineau (Quebec part)	Ottawa - Gatineau (partie du Québec)	80
2022	Q3	Sep	2022	T3	sept.	Ontario	Ontario	Belleville - Quinte West	Belleville - Quinte West	30
2016	Q4	Oct	2016	T4	oct.	Quebec	Québec	Montréal	Montréal	375
2021	Q3	Jul	2021	T3	juil.	Ontario	Ontario	St. Catharines - Niagara	St. Catharines - Niagara	200
2017	Q3	Jul	2017	T3	juil.	Quebec	Québec	Other - Quebec	Autres - Québec	100
2018	Q2	May	2018	T2	mai	Ontario	Ontario	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	155
2020	Q4	Oct	2020	T4	oct.	British Columbia	Colombie-Britannique	Terrace	Terrace	35
2023	Q1	Mar	2023	T1	mars	Ontario	Ontario	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	515
2016	Q1	Feb	2016	T1	fév.	Ontario	Ontario	Barrie	Barrie	10
2015	Q4	Dec	2015	T4	déc.	Manitoba	Manitoba	Winnipeg	Winnipeg	180
2025	Q3	Sep	2025	T3	sept.	Nova Scotia	Nouvelle-Écosse	Kentville	Kentville	10
2016	Q1	Jan	2016	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	St. John's	St. John's	15
2022	Q1	Jan	2022	T1	janv.	Ontario	Ontario	Windsor	Windsor	125
2018	Q1	Jan	2018	T1	janv.	Nova Scotia	Nouvelle-Écosse	Halifax	Halifax	95
2018	Q4	Oct	2018	T4	oct.	Ontario	Ontario	Toronto	Toronto	1590
2022	Q3	Aug	2022	T3	août	British Columbia	Colombie-Britannique	Abbotsford - Mission	Abbotsford - Mission	70
2023	Q3	Aug	2023	T3	août	Nova Scotia	Nouvelle-Écosse	Kentville	Kentville	10
2020	Q4	Dec	2020	T4	déc.	Ontario	Ontario	Barrie	Barrie	230
2021	Q4	Dec	2021	T4	déc.	Saskatchewan	Saskatchewan	Moose Jaw	Moose Jaw	--
2025	Q1	Jan	2025	T1	janv.	British Columbia	Colombie-Britannique	Vancouver	Vancouver	3710
2024	Q4	Nov	2024	T4	nov.	Ontario	Ontario	Thunder Bay	Thunder Bay	130
2018	Q1	Jan	2018	T1	janv.	British Columbia	Colombie-Britannique	Trail	Trail	--
2022	Q3	Jul	2022	T3	juil.	Province/Territory not stated	Province/territoire non déclaré(e)	Census metropolitan area not stated	Région métropolitaine de recensement non déclarée	25
2021	Q4	Nov	2021	T4	nov.	Alberta	Alberta	Calgary	Calgary	115
2019	Q2	Jun	2019	T2	juin	Quebec	Québec	Ottawa - Gatineau (Quebec part)	Ottawa - Gatineau (partie du Québec)	25
2016	Q2	Apr	2016	T2	avr.	Manitoba	Manitoba	Brandon	Brandon	5
2022	Q3	Jul	2022	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	Yellowknife	Yellowknife	5
2020	Q2	Jun	2020	T2	juin	Quebec	Québec	Sherbrooke	Sherbrooke	15
2018	Q3	Jul	2018	T3	juil.	Saskatchewan	Saskatchewan	Regina	Regina	95
2018	Q4	Nov	2018	T4	nov.	Quebec	Québec	Sherbrooke	Sherbrooke	15
2025	Q1	Jan	2025	T1	janv.	Quebec	Québec	Matane	Matane	--
2019	Q4	Dec	2019	T4	déc.	Ontario	Ontario	Toronto	Toronto	5525
2018	Q3	Jul	2018	T3	juil.	Ontario	Ontario	Peterborough	Peterborough	45
2017	Q2	Jun	2017	T2	juin	Nova Scotia	Nouvelle-Écosse	Halifax	Halifax	110
2020	Q4	Dec	2020	T4	déc.	Ontario	Ontario	Guelph	Guelph	50
2025	Q3	Sep	2025	T3	sept.	Nova Scotia	Nouvelle-Écosse	Cape Breton	Cape Breton	115
2016	Q4	Dec	2016	T4	déc.	Manitoba	Manitoba	Steinbach	Steinbach	--
2020	Q1	Mar	2020	T1	mars	Quebec	Québec	Québec	Québec	--
2024	Q3	Jul	2024	T3	juil.	Alberta	Alberta	Red Deer	Red Deer	30
2024	Q4	Dec	2024	T4	déc.	Ontario	Ontario	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	350
2017	Q1	Feb	2017	T1	fév.	New Brunswick	Nouveau-Brunswick	Moncton	Moncton	5
2021	Q4	Nov	2021	T4	nov.	Ontario	Ontario	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	295
2023	Q4	Nov	2023	T4	nov.	Ontario	Ontario	St. Catharines - Niagara	St. Catharines - Niagara	150
2025	Q2	May	2025	T2	mai	Alberta	Alberta	Calgary	Calgary	295
2023	Q4	Dec	2023	T4	déc.	Ontario	Ontario	St. Catharines - Niagara	St. Catharines - Niagara	75
2025	Q4	Nov	2025	T4	nov.	Ontario	Ontario	Thunder Bay	Thunder Bay	85
2022	Q3	Sep	2022	T3	sept.	Ontario	Ontario	Oshawa	Oshawa	70
2021	Q1	Jan	2021	T1	janv.	Nova Scotia	Nouvelle-Écosse	Cape Breton	Cape Breton	45
2022	Q2	Jun	2022	T2	juin	Saskatchewan	Saskatchewan	North Battleford	North Battleford	--
2021	Q1	Mar	2021	T1	mars	Manitoba	Manitoba	Winkler	Winkler	--
2018	Q3	Sep	2018	T3	sept.	Saskatchewan	Saskatchewan	Other - Saskatchewan	Autres - Saskatchewan	10
2016	Q3	Jul	2016	T3	juil.	Alberta	Alberta	Lacombe	Lacombe	--
2024	Q1	Mar	2024	T1	mars	Saskatchewan	Saskatchewan	Moose Jaw	Moose Jaw	25
2024	Q4	Dec	2024	T4	déc.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	St. John's	St. John's	65
2026	Q1	Jan	2026	T1	janv.	Manitoba	Manitoba	Winkler	Winkler	5
2020	Q4	Dec	2020	T4	déc.	Quebec	Québec	Victoriaville	Victoriaville	--
2020	Q3	Sep	2020	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	Summerside	Summerside	10
2018	Q2	Apr	2018	T2	avr.	British Columbia	Colombie-Britannique	Victoria	Victoria	25
2017	Q2	Jun	2017	T2	juin	British Columbia	Colombie-Britannique	Abbotsford - Mission	Abbotsford - Mission	15
2015	Q4	Oct	2015	T4	oct.	British Columbia	Colombie-Britannique	Abbotsford - Mission	Abbotsford - Mission	10
2015	Q4	Dec	2015	T4	déc.	Nova Scotia	Nouvelle-Écosse	Other - Nova Scotia	Autres - Nouvelle-Écosse	10
2022	Q1	Jan	2022	T1	janv.	Manitoba	Manitoba	Thompson	Thompson	--
2020	Q2	Apr	2020	T2	avr.	Saskatchewan	Saskatchewan	Yorkton	Yorkton	--
2020	Q4	Dec	2020	T4	déc.	British Columbia	Colombie-Britannique	Nelson	Nelson	5
2024	Q4	Dec	2024	T4	déc.	Quebec	Québec	Rimouski	Rimouski	5
2018	Q3	Aug	2018	T3	août	New Brunswick	Nouveau-Brunswick	Miramichi	Miramichi	--
2017	Q2	Jun	2017	T2	juin	Ontario	Ontario	Collingwood	Collingwood	--
2019	Q4	Nov	2019	T4	nov.	Ontario	Ontario	Stratford	Stratford	--
2020	Q2	Apr	2020	T2	avr.	Alberta	Alberta	Lacombe	Lacombe	--
2016	Q2	Apr	2016	T2	avr.	Ontario	Ontario	Norfolk	Norfolk	--
2024	Q4	Dec	2024	T4	déc.	Ontario	Ontario	Pembroke	Pembroke	5
2022	Q2	May	2022	T2	mai	Northwest Territories	Territoires du Nord-Ouest	Yellowknife	Yellowknife	5
2018	Q2	Jun	2018	T2	juin	British Columbia	Colombie-Britannique	Nelson	Nelson	--
2016	Q1	Mar	2016	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	10
2022	Q4	Oct	2022	T4	oct.	Quebec	Québec	Saint-Georges	Saint-Georges	--
2018	Q2	Jun	2018	T2	juin	Manitoba	Manitoba	Other - Manitoba	Autres - Manitoba	--
2025	Q1	Feb	2025	T1	fév.	New Brunswick	Nouveau-Brunswick	Edmundston	Edmundston	--
2017	Q4	Dec	2017	T4	déc.	Ontario	Ontario	Belleville - Quinte West	Belleville - Quinte West	--
2018	Q1	Mar	2018	T1	mars	Saskatchewan	Saskatchewan	Moose Jaw	Moose Jaw	--
2023	Q3	Aug	2023	T3	août	Quebec	Québec	Rimouski	Rimouski	--
2024	Q4	Dec	2024	T4	déc.	Saskatchewan	Saskatchewan	North Battleford	North Battleford	--
2021	Q2	Apr	2021	T2	avr.	Alberta	Alberta	Wetaskiwin	Wetaskiwin	--
2016	Q2	May	2016	T2	mai	Quebec	Québec	Saint-Georges	Saint-Georges	--
2019	Q4	Oct	2019	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Corner Brook	Corner Brook	--
2021	Q3	Aug	2021	T3	août	Nova Scotia	Nouvelle-Écosse	New Glasgow	New Glasgow	--
2017	Q3	Aug	2017	T3	août	British Columbia	Colombie-Britannique	Terrace	Terrace	--
2018	Q3	Aug	2018	T3	août	British Columbia	Colombie-Britannique	Quesnel	Quesnel	--
2017	Q1	Jan	2017	T1	janv.	British Columbia	Colombie-Britannique	Parksville	Parksville	--
2015	Q3	Jul	2015	T3	juil.	Ontario	Ontario	Chatham-Kent	Chatham-Kent	--
2021	Q3	Sep	2021	T3	sept.	Alberta	Alberta	Wetaskiwin	Wetaskiwin	--
2016	Q3	Jul	2016	T3	juil.	Quebec	Québec	Matane	Matane	--
2019	Q3	Aug	2019	T3	août	Ontario	Ontario	Kenora	Kenora	--
2024	Q3	Sep	2024	T3	sept.	Manitoba	Manitoba	Steinbach	Steinbach	--
2023	Q1	Feb	2023	T1	fév.	British Columbia	Colombie-Britannique	Cranbrook	Cranbrook	5
2020	Q1	Mar	2020	T1	mars	British Columbia	Colombie-Britannique	Prince George	Prince George	--
2016	Q1	Jan	2016	T1	janv.	New Brunswick	Nouveau-Brunswick	Other - New Brunswick	Autres - Nouveau-Brunswick	--
2023	Q2	May	2023	T2	mai	British Columbia	Colombie-Britannique	Salmon Arm	Salmon Arm	--
2025	Q3	Sep	2025	T3	sept.	Quebec	Québec	Saint-Georges	Saint-Georges	--
2023	Q2	Apr	2023	T2	avr.	Yukon	Yukon	Other - Yukon	Autres - Yukon	--
2022	Q1	Jan	2022	T1	janv.	British Columbia	Colombie-Britannique	Fort St. John	Fort St. John	--
2019	Q2	Apr	2019	T2	avr.	Saskatchewan	Saskatchewan	Lloydminster (Saskatchewan part)	Lloydminster (partie de la Saskatchewan)	--
2024	Q1	Feb	2024	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Corner Brook	Corner Brook	--
2020	Q2	Apr	2020	T2	avr.	Quebec	Québec	Trois-Rivières	Trois-Rivières	--
2016	Q2	Jun	2016	T2	juin	Ontario	Ontario	Midland	Midland	--
2021	Q4	Oct	2021	T4	oct.	Ontario	Ontario	Kenora	Kenora	--
2017	Q2	Apr	2017	T2	avr.	British Columbia	Colombie-Britannique	Chilliwack	Chilliwack	--
2025	Q4	Nov	2025	T4	nov.	Ontario	Ontario	Stratford	Stratford	--
2016	Q4	Nov	2016	T4	nov.	Ontario	Ontario	Chatham-Kent	Chatham-Kent	--
2019	Q1	Jan	2019	T1	janv.	Saskatchewan	Saskatchewan	Swift Current	Swift Current	--
2018	Q4	Dec	2018	T4	déc.	Manitoba	Manitoba	Winnipeg	Winnipeg	140
2023	Q3	Aug	2023	T3	août	Ontario	Ontario	Timmins	Timmins	30
2023	Q3	Aug	2023	T3	août	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	110
2019	Q2	Apr	2019	T2	avr.	Quebec	Québec	Saint-Hyacinthe	Saint-Hyacinthe	--
2019	Q4	Nov	2019	T4	nov.	Ontario	Ontario	Greater Sudbury	Grand Sudbury	35
2022	Q4	Dec	2022	T4	déc.	Ontario	Ontario	Toronto	Toronto	3970
2024	Q1	Feb	2024	T1	fév.	Ontario	Ontario	Windsor	Windsor	220
2019	Q4	Dec	2019	T4	déc.	Ontario	Ontario	Hamilton	Hamilton	120
2023	Q1	Feb	2023	T1	fév.	Ontario	Ontario	London	Londres	315
2016	Q3	Jul	2016	T3	juil.	Ontario	Ontario	Brantford	Brantford	5
2019	Q1	Mar	2019	T1	mars	Nova Scotia	Nouvelle-Écosse	Halifax	Halifax	40
2015	Q3	Sep	2015	T3	sept.	Ontario	Ontario	Windsor	Windsor	65
2025	Q4	Nov	2025	T4	nov.	Ontario	Ontario	Kenora	Kenora	5
2020	Q4	Dec	2020	T4	déc.	Ontario	Ontario	Cornwall	Cornwall	20
2023	Q4	Nov	2023	T4	nov.	British Columbia	Colombie-Britannique	Kamloops	Kamloops	40
2025	Q4	Oct	2025	T4	oct.	Ontario	Ontario	Kingston	Kingston	70
2025	Q4	Nov	2025	T4	nov.	Quebec	Québec	Ottawa - Gatineau (Quebec part)	Ottawa - Gatineau (partie du Québec)	115
2018	Q1	Mar	2018	T1	mars	Ontario	Ontario	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	115
2022	Q1	Mar	2022	T1	mars	Quebec	Québec	Granby	Granby	--
2016	Q2	May	2016	T2	mai	Quebec	Québec	Ottawa - Gatineau (Quebec part)	Ottawa - Gatineau (partie du Québec)	15
2021	Q2	May	2021	T2	mai	Ontario	Ontario	Cobourg	Cobourg	--
2018	Q4	Oct	2018	T4	oct.	Ontario	Ontario	Thunder Bay	Thunder Bay	15
2023	Q1	Mar	2023	T1	mars	Ontario	Ontario	Kingston	Kingston	40
2023	Q4	Dec	2023	T4	déc.	Saskatchewan	Saskatchewan	Prince Albert	Prince Albert	--
2020	Q4	Nov	2020	T4	nov.	British Columbia	Colombie-Britannique	Victoria	Victoria	130
2023	Q2	Jun	2023	T2	juin	Ontario	Ontario	Barrie	Barrie	215
2018	Q3	Aug	2018	T3	août	New Brunswick	Nouveau-Brunswick	Saint John	Saint John	5
2020	Q1	Mar	2020	T1	mars	Ontario	Ontario	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	350
2022	Q2	Jun	2022	T2	juin	Saskatchewan	Saskatchewan	Saskatoon	Saskatoon	30
2020	Q4	Dec	2020	T4	déc.	Quebec	Québec	Granby	Granby	--
2022	Q2	Apr	2022	T2	avr.	Ontario	Ontario	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	85
2025	Q1	Jan	2025	T1	janv.	Ontario	Ontario	Kawartha Lakes	Kawartha Lakes	15
2024	Q3	Sep	2024	T3	sept.	Quebec	Québec	Salaberry-de-Valleyfield	Salaberry-de-Valleyfield	--
2023	Q3	Sep	2023	T3	sept.	Ontario	Ontario	Peterborough	Peterborough	65
2022	Q4	Dec	2022	T4	déc.	Alberta	Alberta	Edmonton	Edmonton	235
2025	Q1	Feb	2025	T1	fév.	British Columbia	Colombie-Britannique	Abbotsford - Mission	Abbotsford - Mission	40
2025	Q4	Dec	2025	T4	déc.	Ontario	Ontario	Kenora	Kenora	5
2025	Q3	Sep	2025	T3	sept.	Saskatchewan	Saskatchewan	Other - Saskatchewan	Autres - Saskatchewan	15
2023	Q3	Aug	2023	T3	août	Prince Edward Island	Île-du-Prince-Édouard	Other - Prince Edward Island	Autres - Île-du-Prince-Édouard	5
2018	Q1	Feb	2018	T1	fév.	British Columbia	Colombie-Britannique	Kamloops	Kamloops	30
2016	Q2	Apr	2016	T2	avr.	British Columbia	Colombie-Britannique	Nanaimo	Nanaimo	20
2016	Q3	Jul	2016	T3	juil.	Ontario	Ontario	Kenora	Kenora	--
2022	Q2	Jun	2022	T2	juin	British Columbia	Colombie-Britannique	Vancouver	Vancouver	1455
2022	Q2	May	2022	T2	mai	Quebec	Québec	Other - Quebec	Autres - Québec	95
2021	Q1	Jan	2021	T1	janv.	Ontario	Ontario	Thunder Bay	Thunder Bay	95
2018	Q2	Apr	2018	T2	avr.	Nova Scotia	Nouvelle-Écosse	Cape Breton	Cape Breton	--
2017	Q4	Nov	2017	T4	nov.	Ontario	Ontario	Oshawa	Oshawa	10
2025	Q2	Apr	2025	T2	avr.	Ontario	Ontario	Orillia	Orillia	5
2023	Q3	Sep	2023	T3	sept.	British Columbia	Colombie-Britannique	Nelson	Nelson	5
2025	Q4	Dec	2025	T4	déc.	Nova Scotia	Nouvelle-Écosse	Truro	Truro	15
2021	Q1	Jan	2021	T1	janv.	Ontario	Ontario	Kingston	Kingston	50
2024	Q4	Nov	2024	T4	nov.	Manitoba	Manitoba	Other - Manitoba	Autres - Manitoba	30
2025	Q4	Oct	2025	T4	oct.	Saskatchewan	Saskatchewan	North Battleford	North Battleford	5
2018	Q2	Jun	2018	T2	juin	Ontario	Ontario	Cornwall	Cornwall	5
2016	Q1	Mar	2016	T1	mars	British Columbia	Colombie-Britannique	Fort St. John	Fort St. John	5
2020	Q3	Jul	2020	T3	juil.	Ontario	Ontario	Other - Ontario	Autres - Ontario	70
